source,retrieved_at,ranking_scope,ranking_year,ranking,name,university_code,university_slug,country,country_code,country_ranking,score,indicator_pub,indicator_cnci,indicator_ic,indicator_top,indicator_award
arwu,2026-07-19T13:12:23+00:00,chemical-engineering,2018,3,Tianjin University,RC00015,tianjin-university,China,CN,,255.2,100.0,55.7,41.9,91.1,0.0
arwu,2026-07-19T13:12:23+00:00,chemical-engineering,2018,4,Zhejiang University,RC00003,zhejiang-university,China,CN,,254.5,97.5,54.7,48.1,92.7,0.0
arwu,2026-07-19T13:12:23+00:00,chemical-engineering,2018,5,The University of Texas at Austin,RI02933,the-university-of-texas-at-austin,United States,US,,247.9,49.5,65.3,60.9,56.3,64.5
arwu,2026-07-19T13:12:23+00:00,chemical-engineering,2018,6,Georgia Institute of Technology,RI02719,georgia-institute-of-technology,United States,US,,247.4,50.0,66.8,65.6,59.8,57.7
arwu,2026-07-19T13:12:23+00:00,chemical-engineering,2018,7,California Institute of Technology,RI02640,california-institute-of-technology,United States,US,,242.3,27.6,82.6,68.1,42.1,76.4
arwu,2026-07-19T13:12:23+00:00,chemical-engineering,2018,8,Tsinghua University,RC00001,tsinghua-university,China,CN,,241.2,99.6,59.9,55.6,70.6,0.0
arwu,2026-07-19T13:12:23+00:00,chemical-engineering,2018,9,East China University of Science and Technology,RC00027,east-china-university-of-science-and-technology,China,CN,,240.8,93.0,50.3,40.3,89.5,0.0
arwu,2026-07-19T13:12:23+00:00,chemical-engineering,2018,10,Beijing University of Chemical Technology,RC00038,beijing-university-of-chemical-technology,China,CN,,238.9,79.1,52.1,38.4,100.0,0.0
arwu,2026-07-19T13:12:23+00:00,chemical-engineering,2018,11,"University of California, Berkeley",RI02962,university-of-california-berkeley,United States,US,,237.8,46.7,69.2,72.3,49.7,57.7
arwu,2026-07-19T13:12:23+00:00,chemical-engineering,2018,12,University of Colorado at Boulder,RI02975,university-of-colorado-at-boulder,United States,US,,232.0,31.1,61.0,64.0,27.2,100.0
arwu,2026-07-19T13:12:23+00:00,chemical-engineering,2018,13,Princeton University,RI02848,princeton-university,United States,US,,228.8,40.4,72.8,75.5,35.9,64.5
arwu,2026-07-19T13:12:23+00:00,chemical-engineering,2018,14,Nanyang Technological University,RI02009,nanyang-technological-university,Singapore,SG,,223.3,59.8,86.1,84.6,60.4,0.0
arwu,2026-07-19T13:12:23+00:00,chemical-engineering,2018,15,South China University of Technology,RC00022,south-china-university-of-technology,China,CN,,221.2,77.4,63.4,50.4,70.3,0.0
arwu,2026-07-19T13:12:23+00:00,chemical-engineering,2018,16,National University of Singapore,RI02012,national-university-of-singapore,Singapore,SG,,218.3,66.7,74.1,76.7,62.2,0.0
arwu,2026-07-19T13:12:23+00:00,chemical-engineering,2018,17,Swiss Federal Institute of Technology Zurich,RI02269,eth-zurich,Switzerland,CH,,210.9,51.4,58.5,75.9,45.1,40.8
arwu,2026-07-19T13:12:23+00:00,chemical-engineering,2018,18,University of Delaware,RI02981,university-of-delaware,United States,US,,209.2,32.3,65.1,64.2,34.4,64.5
arwu,2026-07-19T13:12:23+00:00,chemical-engineering,2018,19,Swiss Federal Institute of Technology Lausanne,RI02282,swiss-federal-institute-of-technology-lausanne,Switzerland,CH,,203.8,38.7,98.5,82.4,50.1,0.0
arwu,2026-07-19T13:12:23+00:00,chemical-engineering,2018,20,University of Science and Technology of China,RC00006,university-of-science-and-technology-of-china,China,CN,,199.4,62.3,69.0,52.5,57.6,0.0
arwu,2026-07-19T13:12:23+00:00,chemical-engineering,2018,21,Dalian University of Technology,RC00016,dalian-university-of-technology,China,CN,,196.5,77.1,57.8,48.6,51.9,0.0
arwu,2026-07-19T13:12:23+00:00,chemical-engineering,2018,22,University of Wisconsin - Madison,RI03074,university-of-wisconsin-madison,United States,US,,195.8,42.3,65.3,67.0,45.9,28.9
arwu,2026-07-19T13:12:23+00:00,chemical-engineering,2018,23,Shanghai Jiao Tong University,RC00005,shanghai-jiao-tong-university,China,CN,,195.7,65.5,61.5,47.9,59.2,0.0
arwu,2026-07-19T13:12:23+00:00,chemical-engineering,2018,24,Imperial College London,RI02487,imperial-college-london,United Kingdom,GB,,195.6,64.6,62.8,78.5,52.6,0.0
arwu,2026-07-19T13:12:23+00:00,chemical-engineering,2018,25,Carnegie Mellon University,RI02653,carnegie-mellon-university,United States,US,,190.7,41.8,58.3,77.1,46.3,28.9
arwu,2026-07-19T13:12:23+00:00,chemical-engineering,2018,26,Islamic Azad University,RI01095,islamic-azad-university,Iran,IR,,186.7,92.7,52.6,49.0,31.6,0.0
arwu,2026-07-19T13:12:23+00:00,chemical-engineering,2018,27,Technical University of Denmark,RI00433,technical-university-of-denmark,Denmark,DK,,185.9,57.8,61.7,81.8,50.1,0.0
arwu,2026-07-19T13:12:23+00:00,chemical-engineering,2018,28,"China University of Petroleum, Beijing",RC00066,china-university-of-petroleum-beijing,China,CN,,185.4,82.0,45.7,47.0,48.2,0.0
arwu,2026-07-19T13:12:23+00:00,chemical-engineering,2018,29,"University of Minnesota, Twin Cities",RI03014,university-of-minnesota-twin-cities,United States,US,,185.3,39.4,56.6,62.3,35.9,40.8
arwu,2026-07-19T13:12:23+00:00,chemical-engineering,2018,30,Pennsylvania State University - University Park,RI02841,pennsylvania-state-university-university-park,United States,US,,183.9,53.5,59.4,67.7,28.5,28.9
arwu,2026-07-19T13:12:23+00:00,chemical-engineering,2018,31,University of Notre Dame,RI03040,university-of-notre-dame,United States,US,,183.3,24.6,69.7,65.9,25.8,50.0
arwu,2026-07-19T13:12:23+00:00,chemical-engineering,2018,32,Northwestern University,RI02826,northwestern-university,United States,US,,182.2,34.2,90.9,56.7,45.9,0.0
arwu,2026-07-19T13:12:23+00:00,chemical-engineering,2018,33,Delft University of Technology,RI01604,delft-university-of-technology,Netherlands,NL,,179.9,60.5,53.2,82.5,49.7,0.0
arwu,2026-07-19T13:12:23+00:00,chemical-engineering,2018,34,Monash University,RI00055,monash-university,Australia,AU,,178.5,57.9,61.2,82.1,43.0,0.0
arwu,2026-07-19T13:12:23+00:00,chemical-engineering,2018,35,University of Alberta,RI00317,university-of-alberta,Canada,CA,,178.4,68.2,48.6,66.5,48.2,0.0
arwu,2026-07-19T13:12:23+00:00,chemical-engineering,2018,36,Nanjing Tech University,RC00045,nanjing-tech-university,China,CN,,178.2,63.1,52.9,44.4,53.3,0.0
arwu,2026-07-19T13:12:23+00:00,chemical-engineering,2018,37,University of Oxford,RI02581,university-of-oxford,United Kingdom,GB,,177.7,28.5,100.0,82.8,32.7,0.0
arwu,2026-07-19T13:12:23+00:00,chemical-engineering,2018,38,University of Chicago,RI02973,university-of-chicago,United States,US,,176.6,41.0,77.8,57.5,46.3,0.0
arwu,2026-07-19T13:12:23+00:00,chemical-engineering,2018,39,King Abdulaziz University,RI01986,king-abdulaziz-university,Saudi Arabia,SA,,176.1,54.8,65.3,95.2,37.0,0.0
arwu,2026-07-19T13:12:23+00:00,chemical-engineering,2018,40,Xian Jiao Tong University,RC00012,xian-jiaotong-university,China,CN,,175.1,65.4,55.2,47.5,45.1,0.0
arwu,2026-07-19T13:12:23+00:00,chemical-engineering,2018,41,University of Porto,RI01824,university-of-porto,Portugal,PT,,174.6,59.1,56.1,73.3,44.6,0.0
arwu,2026-07-19T13:12:23+00:00,chemical-engineering,2018,42,Sichuan University,RC00011,sichuan-university,China,CN,,174.0,59.1,50.8,41.8,55.7,0.0
arwu,2026-07-19T13:12:23+00:00,chemical-engineering,2018,43,Seoul National University,RI02133,seoul-national-university,South Korea,KR,,172.7,56.6,56.1,47.2,50.5,0.0
arwu,2026-07-19T13:12:23+00:00,chemical-engineering,2018,44,Huazhong University of Science and Technology,RC00010,huazhong-university-of-science-and-technology,China,CN,,172.0,59.3,64.3,54.9,37.4,0.0
arwu,2026-07-19T13:12:23+00:00,chemical-engineering,2018,45,Eindhoven University of Technology,RI01606,eindhoven-university-of-technology,Netherlands,NL,,170.6,57.1,55.7,74.4,43.0,0.0
arwu,2026-07-19T13:12:23+00:00,chemical-engineering,2018,46,Texas A&M University,RI02907,texas-a-m-university,United States,US,,169.4,59.6,50.5,73.3,44.6,0.0
arwu,2026-07-19T13:12:23+00:00,chemical-engineering,2018,47,Polytechnic Institute of Milan,RI01203,polytechnic-university-of-milan,Italy,IT,,168.2,49.1,64.1,73.8,40.3,0.0
arwu,2026-07-19T13:12:23+00:00,chemical-engineering,2018,48,Cornell University,RI02680,cornell-university,United States,US,,167.9,30.6,56.1,69.5,26.5,40.8
arwu,2026-07-19T13:12:23+00:00,chemical-engineering,2018,49,Curtin University,RI00045,curtin-university,Australia,AU,,167.4,54.3,59.9,78.7,37.4,0.0
arwu,2026-07-19T13:12:23+00:00,chemical-engineering,2018,50,University of Cambridge,RI02557,university-of-cambridge,United Kingdom,GB,,166.9,52.4,59.7,75.1,39.8,0.0
arwu,2026-07-19T13:12:23+00:00,chemical-engineering,2018,51-75,Amirkabir University of Technology,RI01083,amirkabir-university-of-technology,Iran,IR,,,66.6,48.9,42.8,36.4,0.0
arwu,2026-07-19T13:12:23+00:00,chemical-engineering,2018,51-75,Central South University,RC00021,central-south-university,China,CN,,,53.1,61.9,43.0,33.3,0.0
